Date,kitchen,laundry,water_and_ac
2010-08-10,964.0,710.0,9927.0
2010-08-11,1087.0,555.0,13038.0
2010-08-13,0.0,508.0,4097.0
2010-08-14,0.0,512.0,4471.0
2010-08-15,0.0,4361.0,5282.0
2010-08-16,1530.0,463.0,7328.0
2010-08-17,940.0,741.0,5488.0
2010-08-18,0.0,0.0,0.0
2010-08-19,0.0,0.0,0.0
2010-08-20,0.0,0.0,0.0
2010-08-21,0.0,0.0,0.0
2010-08-22,0.0,54.0,300.0
2010-08-23,0.0,565.0,6106.0
2010-08-24,0.0,541.0,5712.0
2010-08-25,969.0,522.0,8959.0
2010-08-26,0.0,538.0,5078.0
2010-08-27,930.0,7583.0,12707.0
2010-08-28,2086.0,549.0,12983.0
2010-08-29,3005.0,534.0,13095.0
2010-08-30,940.0,1470.0,11790.0
2010-08-31,2099.0,1723.0,7958.0
2010-09-01,2781.0,4855.0,14734.0
2010-09-02,1214.0,410.0,19769.0
2010-09-03,846.0,397.0,10893.0
2010-09-04,1088.0,566.0,10595.0
2010-09-05,2888.0,2636.0,9945.0
2010-09-06,2774.0,4269.0,8255.0
2010-09-07,0.0,625.0,5356.0
2010-09-08,0.0,515.0,4042.0
2010-09-09,1813.0,2128.0,7016.0
2010-09-10,959.0,1585.0,13132.0
2010-09-11,2097.0,583.0,12500.0
2010-09-13,1301.0,798.0,6710.0
2010-09-14,1874.0,2705.0,10270.0
2010-09-15,0.0,898.0,6018.0
2010-09-16,1038.0,739.0,10310.0
2010-09-17,1954.0,5496.0,9727.0
2010-09-18,982.0,754.0,11779.0
2010-09-19,0.0,1307.0,5156.0
2010-09-20,3323.0,766.0,13262.0
2010-09-21,0.0,679.0,7969.0
2010-09-22,2472.0,1167.0,11768.0
2010-09-23,1021.0,755.0,12002.0
2010-09-24,1739.0,773.0,8666.0
2010-09-25,0.0,150.0,896.0
2010-09-26,0.0,0.0,0.0
2010-09-27,0.0,0.0,0.0
2010-09-28,944.0,181.0,902.0
2010-09-29,1579.0,648.0,13047.0
2010-09-30,0.0,771.0,7988.0
2010-10-01,3564.0,2032.0,14108.0
2010-10-02,1219.0,2976.0,12214.0
2010-10-03,1167.0,375.0,14916.0
2010-10-04,1044.0,960.0,8933.0
2010-10-05,0.0,403.0,12893.0
2010-10-06,0.0,474.0,10870.0
2010-10-07,907.0,1240.0,8921.0
2010-10-08,0.0,525.0,4141.0
2010-10-09,966.0,654.0,10773.0
2010-10-10,3325.0,773.0,10297.0
2010-10-11,1026.0,5858.0,13308.0
2010-10-13,1988.0,611.0,16593.0
2010-10-14,2583.0,2441.0,14239.0
2010-10-15,712.0,827.0,10786.0
2010-10-16,0.0,645.0,7656.0
2010-10-17,995.0,666.0,4681.0
2010-10-18,2234.0,10218.0,16382.0
2010-10-19,1025.0,4110.0,9461.0
2010-10-20,2154.0,690.0,10330.0
2010-10-21,755.0,691.0,6757.0
2010-10-22,1106.0,478.0,12697.0
2010-10-23,3737.0,3883.0,13465.0
2010-10-24,1982.0,7541.0,13237.0
2010-10-25,0.0,541.0,6748.0
2010-10-26,0.0,2488.0,4989.0
2010-10-27,0.0,2058.0,8269.0
2010-10-28,1103.0,2627.0,9087.0
2010-10-29,1075.0,726.0,3911.0
2010-10-30,2353.0,614.0,15303.0
2010-10-31,1430.0,678.0,5589.0
2010-11-01,1251.0,340.0,10279.0
2010-11-02,0.0,330.0,9916.0
2010-11-03,2071.0,320.0,15706.0
2010-11-04,5499.0,554.0,8850.0
2010-11-05,1156.0,345.0,11418.0
2010-11-06,3439.0,468.0,11728.0
2010-11-07,848.0,594.0,7781.0
2010-11-08,0.0,542.0,4118.0
2010-11-09,930.0,1427.0,8996.0
2010-11-10,1007.0,5006.0,8734.0
2010-11-11,3424.0,2216.0,6259.0
2010-11-13,1051.0,589.0,13853.0
2010-11-14,5344.0,549.0,8758.0
2010-11-15,1075.0,4222.0,8918.0
2010-11-16,0.0,478.0,7949.0
2010-11-17,1153.0,491.0,8915.0
2010-11-18,2175.0,489.0,9449.0
2010-11-19,0.0,483.0,11914.0
2010-11-20,4367.0,2947.0,11433.0
2010-11-21,0.0,506.0,4778.0
2010-11-22,4855.0,2110.0,10136.0
2010-11-23,1871.0,458.0,7611.0
2010-11-24,1096.0,2848.0,12224.0
2010-11-25,1076.0,426.0,5072.0
2010-11-26,1080.0,385.0,9989.0
2010-12-01,552.0,3489.0,9569.0
2010-12-02,1241.0,312.0,15211.0
2010-12-03,1691.0,411.0,14076.0
2010-12-04,660.0,611.0,11949.0
2010-12-05,1036.0,4434.0,16362.0
2010-12-06,2705.0,3657.0,16184.0
2010-12-07,1724.0,646.0,6444.0
2010-12-08,0.0,514.0,3982.0
2010-12-09,1805.0,2080.0,8891.0
2010-12-10,1104.0,780.0,9812.0
2010-12-11,2054.0,489.0,10308.0
